Time / s, Voltage / V, Current / A
7.5e-05,4.16358234927862,2.92385387234972e-06
0.0001875,4.16358197159895,1.82740423173566e-05
0.00035625,4.16358079810292,6.59687949109422e-05
0.000609375,4.16357767221648,0.000193014235073452
0.0009890625,4.16356991109321,0.000508447208726004
0.00155859375,4.16355135898414,0.00126244488513705
0.002412890625,4.16350799469987,0.00302482769567147
0.0036943359375,4.16340805768298,0.00708628396162725
0.00561650390625,4.16317999091481,0.0163545427672964
0.008499755859375,4.16266379496507,0.037330528246994
0.0128246337890625,4.16150680276686,0.0843413445193331
0.0193119506835938,4.15895568951604,0.187984898368105
0.0290429260253906,4.15351841775605,0.408858784277685
0.0436393890380859,4.14281092366324,0.844245143047608
0.0655340835571289,4.12556917704548,1.54720791875457
0.0983761253356934,4.11192671537202,2.10528541238546
0.14763918800354,4.11180374962208,2.10665580231089
0.22153378200531,4.11167539518807,2.10665580231089
0.332375673007965,4.11149440669538,2.10665580231089
0.498638509511948,4.11124322036905,2.10665580231089
0.748032764267921,4.11090010183172,2.10665580231089
1.12212414640188,4.11043790283865,2.10665580231089
1.68326121960282,4.10982174511789,2.10665580231089
2.52496682940423,4.10900535604441,2.10665580231089
3.78752524410635,4.10792574026048,2.10665580231089
6.22492683261982,4.10612749755978,2.10665580231089
10.8240519065213,4.10322224509189,2.10665580231089
19.2101752071525,4.09870101162183,2.10665580231089
33.7857667332831,4.09200315333785,2.10665580231089
57.6164623777141,4.08263771387511,2.10665580231089
93.9387226694887,4.07021464074062,2.10665580231089
129.787525244106,4.05907743936837,2.10665580231089
182.764770773908,4.04392894127942,2.10665580231089
255.787525244106,4.02466186074031,2.10665580231089
320.305956151833,4.00873712069452,2.10665580231089
381.787525244106,3.99431839295933,2.10665580231089
463.222570623281,3.97615929803451,2.10665580231089
507.787525244106,3.9666019718997,2.10665580231089
633.787525244106,3.94086490464478,2.10665580231089
759.787525244106,3.91672210015006,2.10665580231089
885.787525244106,3.8939621890487,2.10665580231089
1011.78752524411,3.87245642850197,2.10665580231089
1137.78752524411,3.85212277471274,2.10665580231089
1263.78752524411,3.83290550044152,2.10665580231089
1389.78752524411,3.81476184024972,2.10665580231089
1515.78752524411,3.79765225628814,2.10665580231089
1641.78752524411,3.78153215530714,2.10665580231089
1767.78752524411,3.76634332865813,2.10665580231089
1893.78752524411,3.75200339889145,2.10665580231089
2019.78752524411,3.73839159510999,2.10665580231089
2145.78752524411,3.72533016930766,2.10665580231089
2271.78752524411,3.712564419264,2.10665580231089
2397.78752524411,3.69975233841093,2.10665580231089
2523.78752524411,3.68647939259449,2.10665580231089
2649.78752524411,3.67228814861222,2.10665580231089
2775.78752524411,3.65664464170541,2.10665580231089
2901.78752524411,3.63872118417893,2.10665580231089
3027.78752524411,3.61690236953524,2.10665580231089
3153.78752524411,3.58782840352143,2.10665580231089
3279.78752524411,3.54350010254636,2.10665580231089
3405.78752524411,3.45987840032207,2.10665580231089
3472.32410982261,3.37160855099041,2.10665580231089
3506.07907862716,3.29694038417115,2.10665580231089
3531.78752524411,3.21207402558813,2.10665580231089
3549.41930319248,3.12906153193233,2.10665580231089
3558.78027420267,3.07197394390007,2.10665580231089
3564.99262120125,3.02710896512299,2.10665580231089
3569.97146212265,2.98603255379214,2.10665580231089
3574.17441004434,2.94715638847116,2.10665580231089
3577.83571833765,2.90953343537219,2.10665580231089
3581.08429722294,2.87273535989913,2.10665580231089
3584.00226651678,2.83652018980969,2.10665580231089
3586.64634577224,2.80074468587963,2.10665580231089
3589.05825819933,2.76531940351281,2.10665580231089
3591.27016681311,2.73018515981981,2.10665580231089
3593.30772047616,2.69530030266746,2.10665580231089
3595.19187689028,2.66063378051291,2.10665580231089
3596.94006716062,2.62616119560567,2.10665580231089
3598.56698217219,2.59186252965406,2.10665580231089
3600.08513032113,2.5577207519108,2.10665580231089
3601.50524825583,2.52372095041055,2.10665580231089
3602.83661294892,2.48984970251103,2.10665580231089
3604.08728338691,2.4560946414887,2.10665580231089
3605.26429153459,2.42244404482352,2.10665580231089
3606.37379392044,2.4,2.00347416690575
3607.64314954271,2.4,1.68891542568028
3609.71777805098,2.4,1.36771010307479
3613.86703506752,2.4,0.991483255864616
3622.16554910061,2.4,0.601674473067723
3638.76257716678,2.4,0.277808122685092
3657.78752524411,2.4,0.122794428259172
3690.98158137645,2.4,0.0399287066256755
3783.78752524411,2.4,0.00681559012336105
3850.17563750879,2.4,0.00194190934933131
3909.78752524411,2.4,0.00080756538512019
3977.63080070674,2.4,0.000397145863088831
4035.78752524411,2.4,0.000239602491373783
4161.78752524411,2.4,0.000111456630402189
4287.78752524411,2.4,5.28742553812857e-05
4413.78752524411,2.4,2.57030716653435e-05
4539.78752524411,2.4,1.25644030558137e-05
4665.78752524411,2.4,6.15017688249259e-06
4791.78752524411,2.4,3.01127176616472e-06
4917.78752524411,2.4,1.474358754132e-06
5043.78752524411,2.4,7.21800551233887e-07
